"gene","uniprot","name","description","namespace"
"PRDX3","P30048","PRDX3","peroxiredoxin 3 [Source:HGNC Symbol;Acc:HGNC:9354]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PRDX5","P30044","PRDX5","peroxiredoxin 5 [Source:HGNC Symbol;Acc:HGNC:9355]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PRDX6","P30041","PRDX6","peroxiredoxin 6 [Source:HGNC Symbol;Acc:HGNC:16753]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PRELID1","Q9Y255","PRELID1","PRELI domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30255]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PRELID2","Q8N945","PRELID2","PRELI domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28306]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PRELID3A","Q96N28","PRELID3A","PRELI domain containing 3A [Source:HGNC Symbol;Acc:HGNC:24639]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PRELID3B","Q9Y3B1","PRELID3B","PRELI domain containing 3B [Source:HGNC Symbol;Acc:HGNC:15892]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PRICKLE3","O43900","PRICKLE3","prickle planar cell polarity protein 3 [Source:HGNC Symbol;Acc:HGNC:6645]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PRIMPOL","Q96LW4","PRIMPOL","primase and DNA directed polymerase [Source:HGNC Symbol;Acc:HGNC:26575]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PRKACA","P17612","PRKACA","protein kinase cAMP-activated catalytic subunit alpha [Source:HGNC Symbol;Acc:HGNC:9380]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PRKCA","P17252","PRKCA","protein kinase C alpha [Source:HGNC Symbol;Acc:HGNC:9393]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PRKCD","Q05655","PRKCD","protein kinase C delta [Source:HGNC Symbol;Acc:HGNC:9399]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PRKCE","Q02156","PRKCE","protein kinase C epsilon [Source:HGNC Symbol;Acc:HGNC:9401]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PRKN","O60260","PRKN","parkin RBR E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:8607]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PRODH","O43272","PRODH","proline dehydrogenase 1 [Source:HGNC Symbol;Acc:HGNC:9453]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PRODH2","Q9UF12","PRODH2","proline dehydrogenase 2 [Source:HGNC Symbol;Acc:HGNC:17325]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PRORP","O15091","PRORP","protein only RNase P catalytic subunit [Source:HGNC Symbol;Acc:HGNC:19958]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PSEN1","P49768","PSEN1","presenilin 1 [Source:HGNC Symbol;Acc:HGNC:9508]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PSEN2","P49810","PSEN2","presenilin 2 [Source:HGNC Symbol;Acc:HGNC:9509]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PSENEN","Q9NZ42","PSENEN","presenilin enhancer, gamma-secretase subunit [Source:HGNC Symbol;Acc:HGNC:30100]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PSMB4","P28070","PSMB4","proteasome 20S subunit beta 4 [Source:HGNC Symbol;Acc:HGNC:9541]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PSMB6","P28072","PSMB6","proteasome 20S subunit beta 6 [Source:HGNC Symbol;Acc:HGNC:9543]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PTCD1","O75127","PTCD1","pentatricopeptide repeat domain 1 [Source:HGNC Symbol;Acc:HGNC:22198]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PTCD2","Q8WV60","PTCD2","pentatricopeptide repeat domain 2 [Source:HGNC Symbol;Acc:HGNC:25734]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PTCD3","Q96EY7","PTCD3","pentatricopeptide repeat domain 3 [Source:HGNC Symbol;Acc:HGNC:24717]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PTGES2","Q9H7Z7","PTGES2","prostaglandin E synthase 2 [Source:HGNC Symbol;Acc:HGNC:17822]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PTPMT1","Q8WUK0","PTPMT1","protein tyrosine phosphatase mitochondrial 1 [Source:HGNC Symbol;Acc:HGNC:26965]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PTPN1","P18031","PTPN1","protein tyrosine phosphatase non-receptor type 1 [Source:HGNC Symbol;Acc:HGNC:9642]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PTRH2","Q9Y3E5","PTRH2","peptidyl-tRNA hydrolase 2 [Source:HGNC Symbol;Acc:HGNC:24265]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PTS","Q03393","PTS","6-pyruvoyltetrahydropterin synthase [Source:HGNC Symbol;Acc:HGNC:9689]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PUS1","Q9Y606","PUS1","pseudouridine synthase 1 [Source:HGNC Symbol;Acc:HGNC:15508]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PUS10","Q3MIT2","PUS10","pseudouridine synthase 10 [Source:HGNC Symbol;Acc:HGNC:26505]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PUSL1","Q8N0Z8","PUSL1","pseudouridine synthase like 1 [Source:HGNC Symbol;Acc:HGNC:26914]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PYCARD","Q9ULZ3","PYCARD","PYD and CARD domain containing [Source:HGNC Symbol;Acc:HGNC:16608]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PYCR1","P32322","PYCR1","pyrroline-5-carboxylate reductase 1 [Source:HGNC Symbol;Acc:HGNC:9721]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PYCR2","Q96C36","PYCR2","pyrroline-5-carboxylate reductase 2 [Source:HGNC Symbol;Acc:HGNC:30262]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PYROXD2","Q8N2H3","PYROXD2","pyridine nucleotide-disulphide oxidoreductase domain 2 [Source:HGNC Symbol;Acc:HGNC:23517]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PYURF","Q96I23","PYURF","PIGY upstream open reading frame [Source:HGNC Symbol;Acc:HGNC:44317]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"QARS1","P47897","QARS1","glutaminyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:9751]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"QRSL1","Q9H0R6","QRSL1","glutaminyl-tRNA amidotransferase subunit QRSL1 [Source:HGNC Symbol;Acc:HGNC:21020]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"QTRT1","Q9BXR0","QTRT1","queuine tRNA-ribosyltransferase catalytic subunit 1 [Source:HGNC Symbol;Acc:HGNC:23797]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"QTRT2","Q9H974","QTRT2","queuine tRNA-ribosyltransferase accessory subunit 2 [Source:HGNC Symbol;Acc:HGNC:25771]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RAB11FIP3","O75154","RAB11FIP3","RAB11 family interacting protein 3 [Source:HGNC Symbol;Acc:HGNC:17224]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RAB11FIP5","Q9BXF6","RAB11FIP5","RAB11 family interacting protein 5 [Source:HGNC Symbol;Acc:HGNC:24845]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RAB29","O14966","RAB29","RAB29, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9789]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RAB32","Q13637","RAB32","RAB32, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9772]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RAB38","P57729","RAB38","RAB38, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9776]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RAB40AL","P0C0E4","RAB40AL","RAB40A like [Source:HGNC Symbol;Acc:HGNC:25410]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RAB5IF","Q9BUV8","RAB5IF","RAB5 interacting factor [Source:HGNC Symbol;Acc:HGNC:15870]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RAB7A","P51149","RAB7A","RAB7A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9788]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RAC2","P15153","RAC2","Rac family small GTPase 2 [Source:HGNC Symbol;Acc:HGNC:9802]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RACK1","P63244","RACK1","receptor for activated C kinase 1 [Source:HGNC Symbol;Acc:HGNC:4399]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RAD51","Q06609","RAD51","RAD51 recombinase [Source:HGNC Symbol;Acc:HGNC:9817]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RAD51C","O43502","RAD51C","RAD51 paralog C [Source:HGNC Symbol;Acc:HGNC:9820]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RAF1","P04049","RAF1","Raf-1 proto-oncogene, serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:9829]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RALA","P11233","RALA","RAS like proto-oncogene A [Source:HGNC Symbol;Acc:HGNC:9839]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RALBP1","Q15311","RALBP1","ralA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:9841]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RAP1GDS1","P52306","RAP1GDS1","Rap1 GTPase-GDP dissociation stimulator 1 [Source:HGNC Symbol;Acc:HGNC:9859]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RARS2","Q5T160","RARS2","arginyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:21406]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RBFA","Q8N0V3","RBFA","ribosome binding factor A [Source:HGNC Symbol;Acc:HGNC:26120]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RCC1L","Q96I51","RCC1L","RCC1 like [Source:HGNC Symbol;Acc:HGNC:14948]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RDH13","Q8NBN7","RDH13","retinol dehydrogenase 13 [Source:HGNC Symbol;Acc:HGNC:19978]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"REEP1","Q9H902","REEP1","receptor accessory protein 1 [Source:HGNC Symbol;Acc:HGNC:25786]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"REXO2","Q9Y3B8","REXO2","RNA exonuclease 2 [Source:HGNC Symbol;Acc:HGNC:17851]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RFK","Q969G6","RFK","riboflavin kinase [Source:HGNC Symbol;Acc:HGNC:30324]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RGS2","P41220","RGS2","regulator of G protein signaling 2 [Source:HGNC Symbol;Acc:HGNC:9998]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RHBDD1","Q8TEB9","RHBDD1","rhomboid domain containing 1 [Source:HGNC Symbol;Acc:HGNC:23081]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RHOD","O00212","RHOD","ras homolog family member D [Source:HGNC Symbol;Acc:HGNC:670]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RHOT1","Q8IXI2","RHOT1","ras homolog family member T1 [Source:HGNC Symbol;Acc:HGNC:21168]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RHOT2","Q8IXI1","RHOT2","ras homolog family member T2 [Source:HGNC Symbol;Acc:HGNC:21169]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RIDA","P52758","RIDA","reactive intermediate imine deaminase A homolog [Source:HGNC Symbol;Acc:HGNC:16897]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RIPK1","Q13546","RIPK1","receptor interacting serine/threonine kinase 1 [Source:HGNC Symbol;Acc:HGNC:10019]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RMDN1","Q96DB5","RMDN1","regulator of microtubule dynamics 1 [Source:HGNC Symbol;Acc:HGNC:24285]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RMDN2","Q96LZ7","RMDN2","regulator of microtubule dynamics 2 [Source:HGNC Symbol;Acc:HGNC:26567]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RMDN3","Q96TC7","RMDN3","regulator of microtubule dynamics 3 [Source:HGNC Symbol;Acc:HGNC:25550]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RMND1","Q9NWS8","RMND1","required for meiotic nuclear division 1 homolog [Source:HGNC Symbol;Acc:HGNC:21176]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RNASEL","Q05823","RNASEL","ribonuclease L [Source:HGNC Symbol;Acc:HGNC:10050]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RNASET2","O00584","RNASET2","ribonuclease T2 [Source:HGNC Symbol;Acc:HGNC:21686]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RNF144B","Q7Z419","RNF144B","ring finger protein 144B [Source:HGNC Symbol;Acc:HGNC:21578]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RNF185","Q96GF1","RNF185","ring finger protein 185 [Source:HGNC Symbol;Acc:HGNC:26783]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RNF5","Q99942","RNF5","ring finger protein 5 [Source:HGNC Symbol;Acc:HGNC:10068]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ROMO1","P60602","ROMO1","reactive oxygen species modulator 1 [Source:HGNC Symbol;Acc:HGNC:16185]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RPS27A","P62979","RPS27A","ribosomal protein S27a [Source:HGNC Symbol;Acc:HGNC:10417]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RPS3","P23396","RPS3","ribosomal protein S3 [Source:HGNC Symbol;Acc:HGNC:10420]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RPS6KA6","Q9UK32","RPS6KA6","ribosomal protein S6 kinase A6 [Source:HGNC Symbol;Acc:HGNC:10435]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RPS6KB1","P23443","RPS6KB1","ribosomal protein S6 kinase B1 [Source:HGNC Symbol;Acc:HGNC:10436]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RPUSD3","Q6P087","RPUSD3","RNA pseudouridine synthase D3 [Source:HGNC Symbol;Acc:HGNC:28437]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RPUSD4","Q96CM3","RPUSD4","RNA pseudouridine synthase D4 [Source:HGNC Symbol;Acc:HGNC:25898]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RRM1","P23921","RRM1","ribonucleotide reductase catalytic subunit M1 [Source:HGNC Symbol;Acc:HGNC:10451]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RRM2B","Q7LG56","RRM2B","ribonucleotide reductase regulatory TP53 inducible subunit M2B [Source:HGNC Symbol;Acc:HGNC:17296]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RSAD1","Q9HA92","RSAD1","radical S-adenosyl methionine domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25634]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RSAD2","Q8WXG1","RSAD2","radical S-adenosyl methionine domain containing 2 [Source:HGNC Symbol;Acc:HGNC:30908]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RTL10","Q7L3V2","RTL10","retrotransposon Gag like 10 [Source:HGNC Symbol;Acc:HGNC:26112]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RTN4IP1","Q8WWV3","RTN4IP1","reticulon 4 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:18647]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RXRA","P19793","RXRA","retinoid X receptor alpha [Source:HGNC Symbol;Acc:HGNC:10477]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"S100A1","P23297","S100A1","S100 calcium binding protein A1 [Source:HGNC Symbol;Acc:HGNC:10486]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"S1PR4","O95977","S1PR4","sphingosine-1-phosphate receptor 4 [Source:HGNC Symbol;Acc:HGNC:3170]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SACS","Q9NZJ4","SACS","sacsin molecular chaperone [Source:HGNC Symbol;Acc:HGNC:10519]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SAMD9L","Q8IVG5","SAMD9L","sterile alpha motif domain containing 9 like [Source:HGNC Symbol;Acc:HGNC:1349]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SAMM50","Q9Y512","SAMM50","SAMM50 sorting and assembly machinery component [Source:HGNC Symbol;Acc:HGNC:24276]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SARDH","Q9UL12","SARDH","sarcosine dehydrogenase [Source:HGNC Symbol;Acc:HGNC:10536]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SARM1","Q6SZW1","SARM1","sterile alpha and TIR motif containing 1 [Source:HGNC Symbol;Acc:HGNC:17074]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SARS2","Q9NP81","SARS2","seryl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:17697]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SCCPDH","Q8NBX0","SCCPDH","saccharopine dehydrogenase (putative) [Source:HGNC Symbol;Acc:HGNC:24275]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SCO1","O75880","SCO1","synthesis of cytochrome C oxidase 1 [Source:HGNC Symbol;Acc:HGNC:10603]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SCO2","O43819","SCO2","synthesis of cytochrome C oxidase 2 [Source:HGNC Symbol;Acc:HGNC:10604]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SCP2","P22307","SCP2","sterol carrier protein 2 [Source:HGNC Symbol;Acc:HGNC:10606]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SDCBP","O00560","SDCBP","syndecan binding protein [Source:HGNC Symbol;Acc:HGNC:10662]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SDHA","P31040","SDHA","succinate dehydrogenase complex flavoprotein subunit A [Source:HGNC Symbol;Acc:HGNC:10680]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SDHAF1","A6NFY7","SDHAF1","succinate dehydrogenase complex assembly factor 1 [Source:HGNC Symbol;Acc:HGNC:33867]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SDHAF2","Q9NX18","SDHAF2","succinate dehydrogenase complex assembly factor 2 [Source:HGNC Symbol;Acc:HGNC:26034]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SDHAF3","Q9NRP4","SDHAF3","succinate dehydrogenase complex assembly factor 3 [Source:HGNC Symbol;Acc:HGNC:21752]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SDHAF4","Q5VUM1","SDHAF4","succinate dehydrogenase complex assembly factor 4 [Source:HGNC Symbol;Acc:HGNC:20957]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SDHB","P21912","SDHB","succinate dehydrogenase complex iron sulfur subunit B [Source:HGNC Symbol;Acc:HGNC:10681]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SDHC","Q99643","SDHC","succinate dehydrogenase complex subunit C [Source:HGNC Symbol;Acc:HGNC:10682]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SDHD","O14521","SDHD","succinate dehydrogenase complex subunit D [Source:HGNC Symbol;Acc:HGNC:10683]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SDS","P20132","SDS","serine dehydratase [Source:HGNC Symbol;Acc:HGNC:10691]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SECISBP2","Q96T21","SECISBP2","SECIS binding protein 2 [Source:HGNC Symbol;Acc:HGNC:30972]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SELENOO","Q9BVL4","SELENOO","selenoprotein O [Source:HGNC Symbol;Acc:HGNC:30395]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SEPTIN4","O43236","SEPTIN4","septin 4 [Source:HGNC Symbol;Acc:HGNC:9165]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SERAC1","Q96JX3","SERAC1","serine active site containing 1 [Source:HGNC Symbol;Acc:HGNC:21061]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SESN2","P58004","SESN2","sestrin 2 [Source:HGNC Symbol;Acc:HGNC:20746]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SFXN1","Q9H9B4","SFXN1","sideroflexin 1 [Source:HGNC Symbol;Acc:HGNC:16085]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SFXN2","Q96NB2","SFXN2","sideroflexin 2 [Source:HGNC Symbol;Acc:HGNC:16086]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SFXN3","Q9BWM7","SFXN3","sideroflexin 3 [Source:HGNC Symbol;Acc:HGNC:16087]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SFXN4","Q6P4A7","SFXN4","sideroflexin 4 [Source:HGNC Symbol;Acc:HGNC:16088]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SFXN5","Q8TD22","SFXN5","sideroflexin 5 [Source:HGNC Symbol;Acc:HGNC:16073]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SGK1","O00141","SGK1","serum/glucocorticoid regulated kinase 1 [Source:HGNC Symbol;Acc:HGNC:10810]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SH3BP5","O60239","SH3BP5","SH3 domain binding protein 5 [Source:HGNC Symbol;Acc:HGNC:10827]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SH3GLB1","Q9Y371","SH3GLB1","SH3 domain containing GRB2 like, endophilin B1 [Source:HGNC Symbol;Acc:HGNC:10833]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SHC1","P29353","SHC1","SHC adaptor protein 1 [Source:HGNC Symbol;Acc:HGNC:10840]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SHMT2","P34897","SHMT2","serine hydroxymethyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:10852]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SIAH3","Q8IW03","SIAH3","siah E3 ubiquitin protein ligase family member 3 [Source:HGNC Symbol;Acc:HGNC:30553]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SIRT1","Q96EB6","SIRT1","sirtuin 1 [Source:HGNC Symbol;Acc:HGNC:14929]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SIRT2","Q8IXJ6","SIRT2","sirtuin 2 [Source:HGNC Symbol;Acc:HGNC:10886]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SIRT3","Q9NTG7","SIRT3","sirtuin 3 [Source:HGNC Symbol;Acc:HGNC:14931]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SIRT4","Q9Y6E7","SIRT4","sirtuin 4 [Source:HGNC Symbol;Acc:HGNC:14932]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SIRT5","Q9NXA8","SIRT5","sirtuin 5 [Source:HGNC Symbol;Acc:HGNC:14933]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SLC11A2","P49281","SLC11A2","solute carrier family 11 member 2 [Source:HGNC Symbol;Acc:HGNC:10908]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SLC22A14","Q9Y267","SLC22A14","solute carrier family 22 member 14 [Source:HGNC Symbol;Acc:HGNC:8495]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SLC22A3","O75751","SLC22A3","solute carrier family 22 member 3 [Source:HGNC Symbol;Acc:HGNC:10967]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
