"gene","uniprot","name","description","namespace"
"PBK","Q96KB5","PBK","PDZ binding kinase [Source:HGNC Symbol;Acc:HGNC:18282]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PBRM1","Q86U86","PBRM1","polybromo 1 [Source:HGNC Symbol;Acc:HGNC:30064]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PCNP","Q8WW12","PCNP","PEST proteolytic signal containing nuclear protein [Source:HGNC Symbol;Acc:HGNC:30023]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PDCD2L","Q9BRP1","PDCD2L","programmed cell death 2 like [Source:HGNC Symbol;Acc:HGNC:28194]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PDS5A","Q29RF7","PDS5A","PDS5 cohesin associated factor A [Source:HGNC Symbol;Acc:HGNC:29088]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PDS5B","Q9NTI5","PDS5B","PDS5 cohesin associated factor B [Source:HGNC Symbol;Acc:HGNC:20418]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PELO","Q9BRX2","PELO","pelota mRNA surveillance and ribosome rescue factor [Source:HGNC Symbol;Acc:HGNC:8829]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PHF13","Q86YI8","PHF13","PHD finger protein 13 [Source:HGNC Symbol;Acc:HGNC:22983]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PIK3C3","Q8NEB9","PIK3C3","phosphatidylinositol 3-kinase catalytic subunit type 3 [Source:HGNC Symbol;Acc:HGNC:8974]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PIK3CB","P42338","PIK3CB","phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta [Source:HGNC Symbol;Acc:HGNC:8976]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PIM1","P11309","PIM1","Pim-1 proto-oncogene, serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:8986]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PIM3","Q86V86","PIM3","Pim-3 proto-oncogene, serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:19310]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PIMREG","Q9BSJ6","PIMREG","PICALM interacting mitotic regulator [Source:HGNC Symbol;Acc:HGNC:25483]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PIN1","Q13526","PIN1","peptidylprolyl cis/trans isomerase, NIMA-interacting 1 [Source:HGNC Symbol;Acc:HGNC:8988]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PIWIL1","Q96J94","PIWIL1","piwi like RNA-mediated gene silencing 1 [Source:HGNC Symbol;Acc:HGNC:9007]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PIWIL2","Q8TC59","PIWIL2","piwi like RNA-mediated gene silencing 2 [Source:HGNC Symbol;Acc:HGNC:17644]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PIWIL3","Q7Z3Z3","PIWIL3","piwi like RNA-mediated gene silencing 3 [Source:HGNC Symbol;Acc:HGNC:18443]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PIWIL4","Q7Z3Z4","PIWIL4","piwi like RNA-mediated gene silencing 4 [Source:HGNC Symbol;Acc:HGNC:18444]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PKMYT1","Q99640","PKMYT1","protein kinase, membrane associated tyrosine/threonine 1 [Source:HGNC Symbol;Acc:HGNC:29650]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PKN2","Q16513","PKN2","protein kinase N2 [Source:HGNC Symbol;Acc:HGNC:9406]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PLD6","Q8N2A8","PLD6","phospholipase D family member 6 [Source:HGNC Symbol;Acc:HGNC:30447]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PLK1","P53350","PLK1","polo like kinase 1 [Source:HGNC Symbol;Acc:HGNC:9077]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PLK3","Q9H4B4","PLK3","polo like kinase 3 [Source:HGNC Symbol;Acc:HGNC:2154]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PLK5","Q496M5","PLK5","polo like kinase 5 (inactive) [Source:HGNC Symbol;Acc:HGNC:27001]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PMF1","Q6P1K2","PMF1","polyamine modulated factor 1 [Source:HGNC Symbol;Acc:HGNC:9112]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"POC5","Q8NA72","POC5","POC5 centriolar protein [Source:HGNC Symbol;Acc:HGNC:26658]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"POGZ","Q7Z3K3","POGZ","pogo transposable element derived with ZNF domain [Source:HGNC Symbol;Acc:HGNC:18801]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"POLE","Q07864","POLE","DNA polymerase epsilon, catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9177]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"POU3F2","P20265","POU3F2","POU class 3 homeobox 2 [Source:HGNC Symbol;Acc:HGNC:9215]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"POU3F3","P20264","POU3F3","POU class 3 homeobox 3 [Source:HGNC Symbol;Acc:HGNC:9216]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PPP1CA","P62136","PPP1CA","protein phosphatase 1 catalytic subunit alpha [Source:HGNC Symbol;Acc:HGNC:9281]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PPP1CB","P62140","PPP1CB","protein phosphatase 1 catalytic subunit beta [Source:HGNC Symbol;Acc:HGNC:9282]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PPP1CC","P36873","PPP1CC","protein phosphatase 1 catalytic subunit gamma [Source:HGNC Symbol;Acc:HGNC:9283]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PPP1R12A","O14974","PPP1R12A","protein phosphatase 1 regulatory subunit 12A [Source:HGNC Symbol;Acc:HGNC:7618]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PPP1R1C","Q8WVI7","PPP1R1C","protein phosphatase 1 regulatory inhibitor subunit 1C [Source:HGNC Symbol;Acc:HGNC:14940]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PPP2CA","P67775","PPP2CA","protein phosphatase 2 catalytic subunit alpha [Source:HGNC Symbol;Acc:HGNC:9299]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PPP2CB","P62714","PPP2CB","protein phosphatase 2 catalytic subunit beta [Source:HGNC Symbol;Acc:HGNC:9300]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PPP2R2D","Q66LE6","PPP2R2D","protein phosphatase 2 regulatory subunit Bdelta [Source:HGNC Symbol;Acc:HGNC:23732]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PPP5C","P53041","PPP5C","protein phosphatase 5 catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9322]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PRC1","O43663","PRC1","protein regulator of cytokinesis 1 [Source:HGNC Symbol;Acc:HGNC:9341]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PRCC","Q92733","PRCC","proline rich mitotic checkpoint control factor [Source:HGNC Symbol;Acc:HGNC:9343]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PRDM5","Q9NQX1","PRDM5","PR/SET domain 5 [Source:HGNC Symbol;Acc:HGNC:9349]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PRKCD","Q05655","PRKCD","protein kinase C delta [Source:HGNC Symbol;Acc:HGNC:9399]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PRKCE","Q02156","PRKCE","protein kinase C epsilon [Source:HGNC Symbol;Acc:HGNC:9401]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PRNP","P04156","PRNP","prion protein [Source:HGNC Symbol;Acc:HGNC:9449]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PRPF40A","O75400","PRPF40A","pre-mRNA processing factor 40 homolog A [Source:HGNC Symbol;Acc:HGNC:16463]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PRR19","A6NJB7","PRR19","proline rich 19 [Source:HGNC Symbol;Acc:HGNC:33728]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PRR5","P85299","PRR5","proline rich 5 [Source:HGNC Symbol;Acc:HGNC:31682]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PSMA8","Q8TAA3","PSMA8","proteasome 20S subunit alpha 8 [Source:HGNC Symbol;Acc:HGNC:22985]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PSME3","P61289","PSME3","proteasome activator subunit 3 [Source:HGNC Symbol;Acc:HGNC:9570]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PSRC1","Q6PGN9","PSRC1","proline and serine rich coiled-coil 1 [Source:HGNC Symbol;Acc:HGNC:24472]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PTP4A1","Q93096","PTP4A1","protein tyrosine phosphatase 4A1 [Source:HGNC Symbol;Acc:HGNC:9634]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PTPN6","P29350","PTPN6","protein tyrosine phosphatase non-receptor type 6 [Source:HGNC Symbol;Acc:HGNC:9658]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PTTG1","O95997","PTTG1","PTTG1 regulator of sister chromatid separation, securin [Source:HGNC Symbol;Acc:HGNC:9690]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PYHIN1","Q6K0P9","PYHIN1","pyrin and HIN domain family member 1 [Source:HGNC Symbol;Acc:HGNC:28894]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RAB11FIP3","O75154","RAB11FIP3","RAB11 family interacting protein 3 [Source:HGNC Symbol;Acc:HGNC:17224]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RAB6C","Q9H0N0","RAB6C","RAB6C, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:16525]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RABGAP1","Q9Y3P9","RABGAP1","RAB GTPase activating protein 1 [Source:HGNC Symbol;Acc:HGNC:17155]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RABGAP1","Q99679","GPR21","G protein-coupled receptor 21 [Source:HGNC Symbol;Acc:HGNC:4476]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RACK1","P63244","RACK1","receptor for activated C kinase 1 [Source:HGNC Symbol;Acc:HGNC:4399]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RAD21","O60216","RAD21","RAD21 cohesin complex component [Source:HGNC Symbol;Acc:HGNC:9811]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RAD21L1","Q9H4I0","RAD21L1","RAD21 cohesin complex component like 1 [Source:HGNC Symbol;Acc:HGNC:16271]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RAD51","Q06609","RAD51","RAD51 recombinase [Source:HGNC Symbol;Acc:HGNC:9817]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RAD51AP1","Q96B01","RAD51AP1","RAD51 associated protein 1 [Source:HGNC Symbol;Acc:HGNC:16956]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RAD54L","Q92698","RAD54L","RAD54 like [Source:HGNC Symbol;Acc:HGNC:9826]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RAE1","P78406","RAE1","ribonucleic acid export 1 [Source:HGNC Symbol;Acc:HGNC:9828]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RALA","P11233","RALA","RAS like proto-oncogene A [Source:HGNC Symbol;Acc:HGNC:9839]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RALB","P11234","RALB","RAS like proto-oncogene B [Source:HGNC Symbol;Acc:HGNC:9840]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RAN","P62826","RAN","RAN, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9846]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RASSF1","Q9NS23","RASSF1","Ras association domain family member 1 [Source:HGNC Symbol;Acc:HGNC:9882]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RASSF2","P50749","RASSF2","Ras association domain family member 2 [Source:HGNC Symbol;Acc:HGNC:9883]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RASSF4","Q9H2L5","RASSF4","Ras association domain family member 4 [Source:HGNC Symbol;Acc:HGNC:20793]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RB1","P06400","RB1","RB transcriptional corepressor 1 [Source:HGNC Symbol;Acc:HGNC:9884]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RB1CC1","Q8TDY2","RB1CC1","RB1 inducible coiled-coil 1 [Source:HGNC Symbol;Acc:HGNC:15574]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RBBP4","Q09028","RBBP4","RB binding protein 4, chromatin remodeling factor [Source:HGNC Symbol;Acc:HGNC:9887]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RBBP8","Q99708","RBBP8","RB binding protein 8, endonuclease [Source:HGNC Symbol;Acc:HGNC:9891]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RBL1","P28749","RBL1","RB transcriptional corepressor like 1 [Source:HGNC Symbol;Acc:HGNC:9893]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RBL2","Q08999","RBL2","RB transcriptional corepressor like 2 [Source:HGNC Symbol;Acc:HGNC:9894]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RBM38","Q9H0Z9","RBM38","RNA binding motif protein 38 [Source:HGNC Symbol;Acc:HGNC:15818]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RBM7","Q9Y580","RBM7","RNA binding motif protein 7 [Source:HGNC Symbol;Acc:HGNC:9904]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RCBTB1","Q8NDN9","RCBTB1","RCC1 and BTB domain containing protein 1 [Source:HGNC Symbol;Acc:HGNC:18243]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RCC1","P18754","RCC1","regulator of chromosome condensation 1 [Source:HGNC Symbol;Acc:HGNC:1913]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RCC2","Q9P258","RCC2","regulator of chromosome condensation 2 [Source:HGNC Symbol;Acc:HGNC:30297]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"REC114","Q7Z4M0","REC114","REC114 meiotic recombination protein [Source:HGNC Symbol;Acc:HGNC:25065]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"REC8","O95072","REC8","REC8 meiotic recombination protein [Source:HGNC Symbol;Acc:HGNC:16879]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RECQL5","O94762","RECQL5","RecQ like helicase 5 [Source:HGNC Symbol;Acc:HGNC:9950]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"REEP3","Q6NUK4","REEP3","receptor accessory protein 3 [Source:HGNC Symbol;Acc:HGNC:23711]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"REEP4","Q9H6H4","REEP4","receptor accessory protein 4 [Source:HGNC Symbol;Acc:HGNC:26176]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RFPL1","O75677","RFPL1","ret finger protein like 1 [Source:HGNC Symbol;Acc:HGNC:9977]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RGCC","Q9H4X1","RGCC","regulator of cell cycle [Source:HGNC Symbol;Acc:HGNC:20369]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RGS14","O43566","RGS14","regulator of G protein signaling 14 [Source:HGNC Symbol;Acc:HGNC:9996]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RGS2","P41220","RGS2","regulator of G protein signaling 2 [Source:HGNC Symbol;Acc:HGNC:9998]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RHNO1","Q9BSD3","RHNO1","RAD9-HUS1-RAD1 interacting nuclear orphan 1 [Source:HGNC Symbol;Acc:HGNC:28206]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RIF1","Q5UIP0","RIF1","replication timing regulatory factor 1 [Source:HGNC Symbol;Acc:HGNC:23207]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RIOK2","Q9BVS4","RIOK2","RIO kinase 2 [Source:HGNC Symbol;Acc:HGNC:18999]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RNF2","Q99496","RNF2","ring finger protein 2 [Source:HGNC Symbol;Acc:HGNC:10061]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RNF8","O76064","RNF8","ring finger protein 8 [Source:HGNC Symbol;Acc:HGNC:10071]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RPA1","P27694","RPA1","replication protein A1 [Source:HGNC Symbol;Acc:HGNC:10289]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RPS3","P23396","RPS3","ribosomal protein S3 [Source:HGNC Symbol;Acc:HGNC:10420]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RPS6KA1","Q15418","RPS6KA1","ribosomal protein S6 kinase A1 [Source:HGNC Symbol;Acc:HGNC:10430]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RPS6KA3","P51812","RPS6KA3","ribosomal protein S6 kinase A3 [Source:HGNC Symbol;Acc:HGNC:10432]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RSPH1","Q8WYR4","RSPH1","radial spoke head component 1 [Source:HGNC Symbol;Acc:HGNC:12371]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RUVBL1","Q9Y265","RUVBL1","RuvB like AAA ATPase 1 [Source:HGNC Symbol;Acc:HGNC:10474]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SAC3D1","None","None","None",""
"SAPCD2","Q86UD0","SAPCD2","suppressor APC domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28055]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SDE2","Q6IQ49","SDE2","SDE2 telomere maintenance homolog [Source:HGNC Symbol;Acc:HGNC:26643]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SEH1L","Q96EE3","SEH1L","SEH1 like nucleoporin [Source:HGNC Symbol;Acc:HGNC:30379]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SENP5","Q96HI0","SENP5","SUMO specific peptidase 5 [Source:HGNC Symbol;Acc:HGNC:28407]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SETDB2","Q96T68","SETDB2","SET domain bifurcated histone lysine methyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:20263]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SGO1","Q5FBB7","SGO1","shugoshin 1 [Source:HGNC Symbol;Acc:HGNC:25088]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SGO2","Q562F6","SGO2","shugoshin 2 [Source:HGNC Symbol;Acc:HGNC:30812]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SGSM3","Q96HU1","SGSM3","small G protein signaling modulator 3 [Source:HGNC Symbol;Acc:HGNC:25228]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SIAH1","Q8IUQ4","SIAH1","siah E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:10857]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SIAH2","O43255","SIAH2","siah E3 ubiquitin protein ligase 2 [Source:HGNC Symbol;Acc:HGNC:10858]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SIK1","P57059","SIK1","salt inducible kinase 1 [Source:HGNC Symbol;Acc:HGNC:11142]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SIRT2","Q8IXJ6","SIRT2","sirtuin 2 [Source:HGNC Symbol;Acc:HGNC:10886]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SKA1","Q96BD8","SKA1","spindle and kinetochore associated complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:28109]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SKA2","Q8WVK7","SKA2","spindle and kinetochore associated complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:28006]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SKA3","Q8IX90","SKA3","spindle and kinetochore associated complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:20262]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SLC26A8","Q96RN1","SLC26A8","solute carrier family 26 member 8 [Source:HGNC Symbol;Acc:HGNC:14468]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SMARCB1","Q12824","SMARCB1","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1 [Source:HGNC Symbol;Acc:HGNC:11103]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SMC1A","Q14683","SMC1A","structural maintenance of chromosomes 1A [Source:HGNC Symbol;Acc:HGNC:11111]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SMC1B","Q8NDV3","SMC1B","structural maintenance of chromosomes 1B [Source:HGNC Symbol;Acc:HGNC:11112]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"SMC2","O95347","SMC2","structural maintenance of chromosomes 2 [Source:HGNC Symbol;Acc:HGNC:14011]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SMC3","Q9UQE7","SMC3","structural maintenance of chromosomes 3 [Source:HGNC Symbol;Acc:HGNC:2468]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SMC4","Q9NTJ3","SMC4","structural maintenance of chromosomes 4 [Source:HGNC Symbol;Acc:HGNC:14013]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SMC5","Q8IY18","SMC5","structural maintenance of chromosomes 5 [Source:HGNC Symbol;Acc:HGNC:20465]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SOX5","P35711","SOX5","SRY-box transcription factor 5 [Source:HGNC Symbol;Acc:HGNC:11201]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SPAG5","Q96R06","SPAG5","sperm associated antigen 5 [Source:HGNC Symbol;Acc:HGNC:13452]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SPAG8","Q99932","SPAG8","sperm associated antigen 8 [Source:HGNC Symbol;Acc:HGNC:14105]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SPART","Q8N0X7","SPART","spartin [Source:HGNC Symbol;Acc:HGNC:18514]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SPATA17","Q96L03","SPATA17","spermatogenesis associated 17 [Source:HGNC Symbol;Acc:HGNC:25184]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SPC24","Q8NBT2","SPC24","SPC24 component of NDC80 kinetochore complex [Source:HGNC Symbol;Acc:HGNC:26913]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SPC25","Q9HBM1","SPC25","SPC25 component of NDC80 kinetochore complex [Source:HGNC Symbol;Acc:HGNC:24031]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SPDL1","Q96EA4","SPDL1","spindle apparatus coiled-coil protein 1 [Source:HGNC Symbol;Acc:HGNC:26010]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SPDYC","Q5MJ68","SPDYC","speedy/RINGO cell cycle regulator family member C [Source:HGNC Symbol;Acc:HGNC:32681]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"SPECC1L","Q69YQ0","SPECC1L","sperm antigen with calponin homology and coiled-coil domains 1 like [Source:HGNC Symbol;Acc:HGNC:29022]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SPICE1","Q8N0Z3","SPICE1","spindle and centriole associated protein 1 [Source:HGNC Symbol;Acc:HGNC:25083]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SPIN1","Q9Y657","SPIN1","spindlin 1 [Source:HGNC Symbol;Acc:HGNC:11243]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SPIN1","Q9H2V7","SPNS1","SPNS lysolipid transporter 1, lysophospholipid [Source:HGNC Symbol;Acc:HGNC:30621]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SPIN2A","Q99865","SPIN2A","spindlin family member 2A [Source:HGNC Symbol;Acc:HGNC:20694]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
